,iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,gname,weaptype1,weaptype1_txt,nkill,propextent,propextent_txt
128622,2014,3,10,92,India,6,South Asia,Tamil Nadu,Managiri,9.928878,78.146361,3,Bombing/Explosion,2,Government (General),92.0,India,Tamil Nadu Liberation Army,6,Explosives,0.0,,
128627,2014,3,10,92,India,6,South Asia,Jharkhand,Jorasimar,24.3679,86.507763,9,Unknown,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,1.0,,
128673,2014,3,11,92,India,6,South Asia,Chhattisgarh,Sukma,18.391012,81.656932,3,Bombing/Explosion,3,Police,92.0,India,People's Liberation Army (India),6,Explosives,16.0,,
128674,2014,3,11,92,India,6,South Asia,Manipur,Sita,24.446043,94.222084,3,Bombing/Explosion,4,Military,92.0,India,People's Liberation Army (India),6,Explosives,2.0,3.0,Minor (likely < $1 million)
128687,2014,3,11,92,India,6,South Asia,Manipur,Khurai,24.797922,93.940517,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
128698,2014,3,10,92,India,6,South Asia,Andhra Pradesh,Tummala,17.769831,81.310141,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Maoists,5,Firearms,1.0,,
128733,2014,3,12,92,India,6,South Asia,Manipur,Moirang,24.498915,93.76814,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,,
128766,2014,3,13,92,India,6,South Asia,Jharkhand,Pratappur,24.295329,84.635275,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
128771,2014,3,13,92,India,6,South Asia,Bihar,Navinagar,24.606633,84.128879,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Maoists,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
128775,2014,3,13,92,India,6,South Asia,Jharkhand,Palamau district,24.038749,84.475716,3,Bombing/Explosion,20,Unknown,92.0,India,Unknown,6,Explosives,0.0,,
128785,2014,3,13,92,India,6,South Asia,Manipur,Kulnung Khunou,24.956087,93.50119,6,Hostage Taking (Kidnapping),1,Business,92.0,India,United Tribal Liberation Army (UTLA),13,Unknown,0.0,,
128813,2014,3,14,92,India,6,South Asia,West Bengal,Agarpara,22.681352,88.385709,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,1.0,,
128825,2014,3,14,92,India,6,South Asia,Tamil Nadu,Madurai,9.923854,78.1249,3,Bombing/Explosion,15,Religious Figures/Institutions,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
128987,2014,3,14,92,India,6,South Asia,Bihar,Ahiapur,26.120888,85.36472,5,Hostage Taking (Barricade Incident),1,Business,92.0,India,Maoists,6,Explosives,0.0,3.0,Minor (likely < $1 million)
128988,2014,3,14,92,India,6,South Asia,Bihar,Bochahan,25.563769,85.739491,2,Armed Assault,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
128995,2014,3,18,92,India,6,South Asia,Unknown,Unknown,,,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Maoists,13,Unknown,0.0,,
128996,2014,3,18,92,India,6,South Asia,Maharashtra,Badlapur,19.162708,73.239371,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,0.0,3.0,Minor (likely < $1 million)
129096,2014,3,20,92,India,6,South Asia,Jharkhand,Giridih district,24.180082,86.306879,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
129141,2014,3,21,92,India,6,South Asia,Jharkhand,Navakaniya,23.964132,86.207035,5,Hostage Taking (Barricade Incident),8,Educational Institution,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
129142,2014,3,21,92,India,6,South Asia,Jharkhand,Bandgaon,22.864679,85.325553,1,Assassination,2,Government (General),92.0,India,People's Liberation Front of India,5,Firearms,1.0,,
129153,2014,3,23,92,India,6,South Asia,West Bengal,Jhargram,22.451394,86.992204,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
129167,2014,3,21,92,India,6,South Asia,Jharkhand,Khunti,23.075626,85.278974,2,Armed Assault,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,0.0,3.0,Minor (likely < $1 million)
129170,2014,3,21,92,India,6,South Asia,Chhattisgarh,Nekhavaya,18.635071,81.732214,7,Facility/Infrastructure Attack,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,4.0,Unknown
129317,2014,3,24,92,India,6,South Asia,Jammu and Kashmir,Tral,33.931013,75.114214,2,Armed Assault,4,Military,92.0,India,Unknown,5,Firearms,0.0,,
129338,2014,3,25,92,India,6,South Asia,Jharkhand,Murhu,22.97266,85.28099,3,Bombing/Explosion,3,Police,92.0,India,People's Liberation Front of India,6,Explosives,0.0,3.0,Minor (likely < $1 million)
129369,2014,3,25,92,India,6,South Asia,Assam,Mazbat,26.792888,92.290273,2,Armed Assault,3,Police,92.0,India,National Democratic Front of Bodoland (NDFB),5,Firearms,0.0,,
129391,2014,3,26,92,India,6,South Asia,Jharkhand,Maheshduba,22.585214,86.474396,3,Bombing/Explosion,20,Unknown,92.0,India,Unknown,6,Explosives,0.0,,
129392,2014,3,27,92,India,6,South Asia,Jharkhand,Naudeeha Bazaar,24.376103,84.296139,3,Bombing/Explosion,20,Unknown,92.0,India,Unknown,6,Explosives,0.0,,
129393,2014,3,26,92,India,6,South Asia,Jharkhand,Dhurki,24.139169,83.449942,2,Armed Assault,3,Police,92.0,India,Maoists,5,Firearms,0.0,,
129431,2014,3,27,92,India,6,South Asia,Bihar,Majhowlia,26.798926,84.620829,3,Bombing/Explosion,16,Telecommunication,92.0,India,Maoists,6,Explosives,0.0,3.0,Minor (likely < $1 million)
129432,2014,3,27,92,India,6,South Asia,Bihar,Dumaria,24.443128,84.394695,3,Bombing/Explosion,16,Telecommunication,92.0,India,Maoists,6,Explosives,0.0,3.0,Minor (likely < $1 million)
129433,2014,3,27,92,India,6,South Asia,Bihar,Unknown,26.34851,85.428436,3,Bombing/Explosion,19,Transportation,92.0,India,Maoists,6,Explosives,0.0,4.0,Unknown
129472,2014,3,28,92,India,6,South Asia,Jammu and Kashmir,Hiranagar,32.456025,75.272766,4,Hijacking,14,Private Citizens & Property,92.0,India,Lashkar-e-Taiba (LeT),5,Firearms,2.0,3.0,Minor (likely < $1 million)
129473,2014,3,28,92,India,6,South Asia,Jammu and Kashmir,Kathua,32.403056,75.514649,2,Armed Assault,4,Military,92.0,India,Lashkar-e-Taiba (LeT),5,Firearms,4.0,,
129486,2014,3,28,92,India,6,South Asia,Odisha,Malkangiri district,18.341072,81.87389,3,Bombing/Explosion,4,Military,92.0,India,Maoists,6,Explosives,0.0,,
129487,2014,3,28,92,India,6,South Asia,Chhattisgarh,Kirandul,18.708306,80.995502,2,Armed Assault,1,Business,92.0,India,Maoists,5,Firearms,0.0,3.0,Minor (likely < $1 million)
129491,2014,3,28,92,India,6,South Asia,Bihar,Dhabatar,24.889276,86.232693,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),9,Melee,1.0,,
129532,2014,3,29,92,India,6,South Asia,Jammu and Kashmir,Bemina,34.083739,74.789903,3,Bombing/Explosion,4,Military,92.0,India,Unknown,6,Explosives,0.0,,
129533,2014,3,29,92,India,6,South Asia,Jammu and Kashmir,Kakapora,33.947872,74.929867,2,Armed Assault,3,Police,92.0,India,Hizbul Mujahideen (HM),5,Firearms,0.0,,
129534,2014,3,29,92,India,6,South Asia,Jammu and Kashmir,Palhalan,34.182658,74.547276,2,Armed Assault,4,Military,92.0,India,Unknown,5,Firearms,0.0,,
129545,2014,3,29,92,India,6,South Asia,Manipur,Churachandpur,24.340836,93.697562,2,Armed Assault,4,Military,92.0,India,Zomi Revolutionary Army (ZRA),5,Firearms,0.0,,
129550,2014,3,29,92,India,6,South Asia,Meghalaya,South Garo Hills district,25.410383,90.57216,2,Armed Assault,20,Unknown,92.0,India,Unknown,5,Firearms,0.0,,
129551,2014,3,29,92,India,6,South Asia,Chhattisgarh,Dantewada district,18.84956,81.3813,7,Facility/Infrastructure Attack,19,Transportation,92.0,India,Maoists,13,Unknown,0.0,4.0,Unknown
129645,2014,3,31,92,India,6,South Asia,Meghalaya,Rongrikkimgre,25.320978,90.439742,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Garo National Liberation Army,5,Firearms,0.0,,
129674,2014,4,1,92,India,6,South Asia,Meghalaya,Williamnagar,25.495031,90.617555,3,Bombing/Explosion,19,Transportation,92.0,India,Achik National Volunteer Council-B (ANVC-B),6,Explosives,0.0,,
129676,2014,4,1,92,India,6,South Asia,West Bengal,Jhargram,22.451394,86.992204,2,Armed Assault,3,Police,92.0,India,Maoists,5,Firearms,0.0,,
129678,2014,4,1,92,India,6,South Asia,Meghalaya,Gasuapara,25.224205,90.376971,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Achik Songna An'pachakgipa Kotok (ASAK),5,Firearms,0.0,,
129680,2014,4,1,92,India,6,South Asia,Manipur,Litan,24.94138,94.212998,6,Hostage Taking (Kidnapping),22,Violent Political Party,92.0,India,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),13,Unknown,0.0,,
129681,2014,4,1,92,India,6,South Asia,Chhattisgarh,Kondagaon district,19.172111,81.811241,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
129727,2014,4,2,92,India,6,South Asia,Jharkhand,Gundijora,22.179249,85.517365,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,,
129728,2014,4,2,92,India,6,South Asia,Odisha,Baleguda,18.208503,82.092247,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Maoists,5,Firearms,1.0,,
129729,2014,4,2,92,India,6,South Asia,Meghalaya,East Garo Hills district,25.565254,90.526723,7,Facility/Infrastructure Attack,1,Business,92.0,India,Achik National Volunteer Council-B (ANVC-B),5,Firearms,0.0,,
129731,2014,4,2,92,India,6,South Asia,Manipur,Ukhrul,25.088797,94.35865,6,Hostage Taking (Kidnapping),22,Violent Political Party,92.0,India,Unknown,5,Firearms,0.0,,
129733,2014,4,2,92,India,6,South Asia,Chhattisgarh,Daundih,21.913018,81.589706,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
129744,2014,4,2,92,India,6,South Asia,Assam,Barabadha,26.360833,89.907222,2,Armed Assault,1,Business,92.0,India,National Santhali Liberation Army (NSLA),5,Firearms,3.0,,
129747,2014,4,2,92,India,6,South Asia,Jharkhand,Latehar district,23.68,84.73,8,Unarmed Assault,14,Private Citizens & Property,92.0,India,Maoists,9,Melee,0.0,,
129825,2014,4,4,92,India,6,South Asia,Manipur,Ukhrul,25.094532,94.361199,7,Facility/Infrastructure Attack,22,Violent Political Party,92.0,India,Unknown,5,Firearms,0.0,3.0,Minor (likely < $1 million)
129831,2014,4,4,92,India,6,South Asia,Bihar,Gaya district,24.775486,84.918483,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
129930,2014,4,6,92,India,6,South Asia,Jammu and Kashmir,Pulwama,33.873389,74.900422,1,Assassination,1,Business,92.0,India,Unknown,5,Firearms,0.0,,
129931,2014,4,6,92,India,6,South Asia,Odisha,Malkangiri district,18.236935,82.092699,3,Bombing/Explosion,4,Military,92.0,India,Maoists,6,Explosives,0.0,,
129941,2014,4,7,92,India,6,South Asia,Manipur,Nambol,24.694024,93.80684,3,Bombing/Explosion,8,Educational Institution,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
129977,2014,4,7,92,India,6,South Asia,Chhattisgarh,Chintagupha,18.252286,81.244815,2,Armed Assault,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,0.0,,
129981,2014,4,7,92,India,6,South Asia,Bihar,Aurangabad district,24.750985,84.374785,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,2.0,,
129982,2014,4,7,92,India,6,South Asia,Odisha,Ambabhona,21.57793,83.476095,7,Facility/Infrastructure Attack,1,Business,92.0,India,Maoists,8,Incendiary,0.0,4.0,Unknown
129984,2014,4,7,92,India,6,South Asia,Bihar,Kothi,24.374256,84.523723,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
129985,2014,4,7,92,India,6,South Asia,Odisha,Malkangiri district,18.33786,82.032109,3,Bombing/Explosion,20,Unknown,92.0,India,Unknown,6,Explosives,0.0,,
130021,2014,4,8,92,India,6,South Asia,Jammu and Kashmir,Anantnag,33.732216,75.157915,2,Armed Assault,3,Police,92.0,India,Hizbul Mujahideen (HM),5,Firearms,0.0,3.0,Minor (likely < $1 million)
130026,2014,4,8,92,India,6,South Asia,Bihar,Aurangabad district,24.750985,84.374785,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,0.0,,
130027,2014,4,8,92,India,6,South Asia,Manipur,Signu,24.293961,93.877264,3,Bombing/Explosion,20,Unknown,92.0,India,Unknown,6,Explosives,0.0,,
130033,2014,4,8,92,India,6,South Asia,Madhya Pradesh,Kothi,23.337665,82.055566,2,Armed Assault,14,Private Citizens & Property,92.0,India,Maoists,5,Firearms,1.0,,
130035,2014,4,8,92,India,6,South Asia,Jharkhand,Dema,23.996528,84.377857,3,Bombing/Explosion,4,Military,92.0,India,Maoists,6,Explosives,0.0,,
130037,2014,4,8,92,India,6,South Asia,Jharkhand,Dema,23.996528,84.377857,3,Bombing/Explosion,4,Military,92.0,India,Maoists,6,Explosives,0.0,,
130041,2014,4,8,92,India,6,South Asia,Andhra Pradesh,Jaggaiahpet,17.171145,82.063684,3,Bombing/Explosion,20,Unknown,92.0,India,Unknown,6,Explosives,0.0,,
130043,2014,4,8,92,India,6,South Asia,Odisha,Ambasaramunda,20.862562,84.58407,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
130073,2014,4,9,92,India,6,South Asia,Chhattisgarh,Chintagupha,18.252286,81.244815,2,Armed Assault,3,Police,92.0,India,Maoists,5,Firearms,3.0,3.0,Minor (likely < $1 million)
130074,2014,4,9,92,India,6,South Asia,Chhattisgarh,Gangaloor,18.736424,81.039581,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,,
130090,2014,4,9,92,India,6,South Asia,Bihar,Gaya district,24.766644,84.950967,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
130091,2014,4,9,92,India,6,South Asia,Bihar,Aurangabad,24.750985,84.374785,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
130094,2014,4,9,92,India,6,South Asia,Bihar,Kutumba,24.614972,84.229462,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
130095,2014,4,9,92,India,6,South Asia,Bihar,Jamui district,24.737557,86.300157,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
130096,2014,4,9,92,India,6,South Asia,Bihar,Jamui district,24.737557,86.300157,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
130097,2014,4,9,92,India,6,South Asia,Bihar,Barachatti,24.502494,85.007135,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
130098,2014,4,9,92,India,6,South Asia,Manipur,Litan,24.941559,94.213225,1,Assassination,2,Government (General),92.0,India,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),6,Explosives,0.0,3.0,Minor (likely < $1 million)
130099,2014,4,9,92,India,6,South Asia,Arunachal Pradesh,Tirap district,26.962693,95.448058,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Unknown,13,Unknown,0.0,,
130100,2014,4,8,92,India,6,South Asia,Manipur,Kamjong,24.856503,94.511082,2,Armed Assault,4,Military,92.0,India,Unknown,5,Firearms,0.0,,
130104,2014,4,9,92,India,6,South Asia,Manipur,Khumbong Joypur Khul,24.763221,93.827004,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,,
130105,2014,4,9,92,India,6,South Asia,Odisha,Malkangiri district,18.36882,82.045788,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Unknown,13,Unknown,0.0,3.0,Minor (likely < $1 million)
130106,2014,4,9,92,India,6,South Asia,Odisha,Jodamba,19.327907,84.288423,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,13,Unknown,0.0,3.0,Minor (likely < $1 million)
130107,2014,4,9,92,India,6,South Asia,Odisha,Koraput district,18.702482,82.659338,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Unknown,13,Unknown,0.0,3.0,Minor (likely < $1 million)
130113,2014,4,9,92,India,6,South Asia,Andhra Pradesh,Gannavaram,16.542546,80.804687,7,Facility/Infrastructure Attack,16,Telecommunication,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,4.0,Unknown
130133,2014,4,10,92,India,6,South Asia,Assam,Lakhipur,24.801571,93.020596,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,,
130137,2014,4,10,92,India,6,South Asia,Bihar,Munger district,25.192321,86.536618,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,2.0,3.0,Minor (likely < $1 million)
130138,2014,4,10,92,India,6,South Asia,Madhya Pradesh,Lanji,21.509249,80.547686,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
130140,2014,4,10,92,India,6,South Asia,Bihar,Narotampur,25.180151,86.262119,3,Bombing/Explosion,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,3.0,Minor (likely < $1 million)
130141,2014,4,10,92,India,6,South Asia,Bihar,Unknown,25.593569,85.948484,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,0.0,,
130142,2014,4,10,92,India,6,South Asia,Bihar,Nawada district,24.875607,85.50466,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Unknown,13,Unknown,0.0,3.0,Minor (likely < $1 million)
130143,2014,4,10,92,India,6,South Asia,Chhattisgarh,Nelnar,19.493661,81.214681,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
130144,2014,4,10,92,India,6,South Asia,Chhattisgarh,Bhansi,18.77203,81.275434,3,Bombing/Explosion,20,Unknown,92.0,India,Unknown,6,Explosives,0.0,,
130145,2014,4,10,92,India,6,South Asia,Chhattisgarh,Gadiras,18.505819,81.554154,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130146,2014,4,10,92,India,6,South Asia,Chhattisgarh,Sukma district,18.704361,81.121549,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130147,2014,4,10,92,India,6,South Asia,Chhattisgarh,Kirandul,18.708306,80.995502,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130148,2014,4,10,92,India,6,South Asia,Chhattisgarh,Dantewada district,18.505515,81.555435,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130149,2014,4,10,92,India,6,South Asia,Chhattisgarh,Narayanpur district,19.736855,81.215251,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130150,2014,4,10,92,India,6,South Asia,Chhattisgarh,Mardapal,19.377949,81.545622,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130151,2014,4,10,92,India,6,South Asia,Chhattisgarh,Bayanar,19.540907,81.510226,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130152,2014,4,10,92,India,6,South Asia,Odisha,Mathili,18.543809,82.22333,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
130153,2014,4,10,92,India,6,South Asia,Chhattisgarh,Bastar district,19.601869,81.426211,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130154,2014,4,10,92,India,6,South Asia,Chhattisgarh,Bastar district,19.601869,81.426211,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130155,2014,4,10,92,India,6,South Asia,Chhattisgarh,Bastar district,19.601869,81.426211,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130156,2014,4,10,92,India,6,South Asia,Jharkhand,Lat,23.710087,84.132248,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,,
130157,2014,4,10,92,India,6,South Asia,Jharkhand,Lat,23.710087,84.132248,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,,
130158,2014,4,10,92,India,6,South Asia,Jharkhand,Lat,23.710087,84.132248,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,,
130159,2014,4,10,92,India,6,South Asia,Jharkhand,Lat,23.710087,84.132248,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,,
130160,2014,4,10,92,India,6,South Asia,Jharkhand,Lat,23.710087,84.132248,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130161,2014,4,10,92,India,6,South Asia,Jharkhand,Lat,23.710087,84.132248,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130162,2014,4,10,92,India,6,South Asia,Jharkhand,Lat,23.710087,84.132248,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130164,2014,4,10,92,India,6,South Asia,Jharkhand,Chatra district,24.203574,84.855037,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
130165,2014,4,10,92,India,6,South Asia,Jharkhand,Chatra district,24.203574,84.855037,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
130167,2014,4,10,92,India,6,South Asia,Andhra Pradesh,Bhadrachalam,17.668017,80.896448,7,Facility/Infrastructure Attack,16,Telecommunication,92.0,India,Maoists,8,Incendiary,0.0,4.0,Unknown
130178,2014,4,10,92,India,6,South Asia,Jammu and Kashmir,Handwara,34.39928,74.281275,2,Armed Assault,4,Military,92.0,India,Unknown,5,Firearms,1.0,,
130205,2014,4,11,92,India,6,South Asia,Maharashtra,Asagoan,19.440156,73.307528,2,Armed Assault,3,Police,92.0,India,Maoists,5,Firearms,1.0,,
130206,2014,4,11,92,India,6,South Asia,Chhattisgarh,Kankapal,18.727272,81.809876,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
130207,2014,4,11,92,India,6,South Asia,Chhattisgarh,Awapalli,18.583751,80.76966,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,,
130208,2014,4,11,92,India,6,South Asia,Odisha,Malkangiri district,18.33786,82.032109,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Communist Party of India - Maoist (CPI-Maoist),13,Unknown,0.0,,
130241,2014,4,12,92,India,6,South Asia,Chhattisgarh,Bijapur district,18.755249,80.816788,3,Bombing/Explosion,2,Government (General),92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,7.0,3.0,Minor (likely < $1 million)
130242,2014,4,12,92,India,6,South Asia,Chhattisgarh,Kamanar,18.932863,81.882246,3,Bombing/Explosion,3,Police,92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,7.0,3.0,Minor (likely < $1 million)
130244,2014,4,12,92,India,6,South Asia,Jharkhand,Khunti district,23.063396,85.247154,1,Assassination,14,Private Citizens & Property,92.0,India,People's Liberation Front of India,13,Unknown,0.0,,
130245,2014,4,12,92,India,6,South Asia,Manipur,Unknown,24.820673,93.987893,3,Bombing/Explosion,2,Government (General),92.0,India,United Revolutionary Front,6,Explosives,0.0,3.0,Minor (likely < $1 million)
130246,2014,4,12,92,India,6,South Asia,Manipur,Nambol,24.716345,93.834572,3,Bombing/Explosion,8,Educational Institution,92.0,India,Kangleipak Communist Party (KCP),6,Explosives,0.0,3.0,Minor (likely < $1 million)
130247,2014,4,12,92,India,6,South Asia,Jharkhand,Tiskopi,23.896508,85.697042,3,Bombing/Explosion,4,Military,92.0,India,Maoists,6,Explosives,0.0,,
130306,2014,4,13,92,India,6,South Asia,Jammu and Kashmir,Khrew,34.019352,74.999224,2,Armed Assault,14,Private Citizens & Property,92.0,India,Al-Shuda Brigade,5,Firearms,2.0,3.0,Minor (likely < $1 million)
130307,2014,4,13,92,India,6,South Asia,Manipur,Imphal,24.797922,93.940517,3,Bombing/Explosion,1,Business,92.0,India,United Revolutionary Front,6,Explosives,0.0,3.0,Minor (likely < $1 million)
130308,2014,4,13,92,India,6,South Asia,Jharkhand,Bokaro district,23.727913,86.104956,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
130309,2014,4,13,92,India,6,South Asia,Bihar,Nawada district,24.875427,85.504655,2,Armed Assault,2,Government (General),92.0,India,Maoists,5,Firearms,0.0,,
130310,2014,4,13,92,India,6,South Asia,Bihar,Lakhisarai,25.171909,86.093492,3,Bombing/Explosion,19,Transportation,92.0,India,Maoists,6,Explosives,0.0,4.0,Unknown
130367,2014,4,14,92,India,6,South Asia,Odisha,Bhejangiwada,18.040568,81.941567,3,Bombing/Explosion,4,Military,92.0,India,Maoists,6,Explosives,0.0,,
130382,2014,4,14,92,India,6,South Asia,Tamil Nadu,Thanjavur,10.786999,79.137827,9,Unknown,22,Violent Political Party,92.0,India,Unknown,13,Unknown,0.0,3.0,Minor (likely < $1 million)
130422,2014,4,15,92,India,6,South Asia,Chhattisgarh,Kanker district,20.288888,81.242032,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
130423,2014,4,15,92,India,6,South Asia,Chhattisgarh,Kanker district,20.288901,81.242032,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
130424,2014,4,15,92,India,6,South Asia,Manipur,Khumbong,24.764287,93.828897,1,Assassination,2,Government (General),92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,,
130444,2014,4,15,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.083739,74.789903,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
130445,2014,4,15,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.083739,74.789903,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
130496,2014,4,16,92,India,6,South Asia,Jharkhand,Ambatanr,24.452723,86.684999,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
130497,2014,4,16,92,India,6,South Asia,Jharkhand,Giridih district,24.179338,86.220449,3,Bombing/Explosion,19,Transportation,92.0,India,Maoists,6,Explosives,0.0,4.0,Unknown
130538,2014,4,17,92,India,6,South Asia,Jammu and Kashmir,Gulzarpora,33.871287,75.006408,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,1.0,,
