,iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,gname,weaptype1,weaptype1_txt,nkill,propextent,propextent_txt
130540,2014,4,17,92,India,6,South Asia,Jharkhand,Bokaro district,23.727918,86.104956,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,3.0,Minor (likely < $1 million)
130541,2014,4,17,92,India,6,South Asia,Jharkhand,Bokaro district,23.727918,86.104956,2,Armed Assault,3,Police,92.0,India,Maoists,5,Firearms,0.0,,
130542,2014,4,17,92,India,6,South Asia,Jharkhand,Bokaro district,23.727918,86.104956,3,Bombing/Explosion,19,Transportation,92.0,India,Maoists,6,Explosives,0.0,4.0,Unknown
130543,2014,4,17,92,India,6,South Asia,Jharkhand,Narayanpur,23.603007,86.15896,3,Bombing/Explosion,8,Educational Institution,92.0,India,Maoists,6,Explosives,0.0,3.0,Minor (likely < $1 million)
130544,2014,4,17,92,India,6,South Asia,Jharkhand,West Singhbhum district,22.355911,85.519466,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
130545,2014,4,17,92,India,6,South Asia,Jharkhand,Gamharia,22.805447,86.109951,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
130546,2014,4,17,92,India,6,South Asia,Jharkhand,Giridih district,24.200612,86.269758,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,,
130547,2014,4,17,92,India,6,South Asia,Jharkhand,Giridih district,24.247923,86.176858,3,Bombing/Explosion,20,Unknown,92.0,India,Maoists,6,Explosives,0.0,,
130548,2014,4,17,92,India,6,South Asia,Chhattisgarh,Kanker district,20.227824,81.311781,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,,
130549,2014,4,17,92,India,6,South Asia,Jharkhand,Galudih,23.789137,86.06928,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
130593,2014,4,18,92,India,6,South Asia,Jharkhand,Gomia,23.806834,85.824463,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,4.0,Unknown
130594,2014,4,18,92,India,6,South Asia,Jharkhand,Kasiabeda,22.613471,86.394709,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
130601,2014,4,18,92,India,6,South Asia,Mizoram,Aizawl,23.727107,92.717639,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
130603,2014,4,18,92,India,6,South Asia,West Bengal,Birbhum district,23.729505,87.590542,3,Bombing/Explosion,2,Government (General),92.0,India,Communist Party of India - Maoist (CPI-Maoist),6,Explosives,0.0,,
130604,2014,4,18,92,India,6,South Asia,Manipur,Keishamthong,24.797922,93.940517,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,,
130606,2014,4,19,92,India,6,South Asia,Jammu and Kashmir,Sopore,34.28889,74.463713,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Lashkar-e-Taiba (LeT),5,Firearms,0.0,,
130639,2014,4,19,92,India,6,South Asia,Kerala,Peringome,12.225278,75.314722,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
130665,2014,4,20,92,India,6,South Asia,Bihar,Bojhait,24.751261,86.139082,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,3.0,Minor (likely < $1 million)
130672,2014,4,20,92,India,6,South Asia,Maharashtra,Gadchiroli district,20.184895,79.994755,2,Armed Assault,3,Police,92.0,India,Maoists,5,Firearms,1.0,,
130678,2014,4,20,92,India,6,South Asia,Jharkhand,Peeding,22.407296,85.776007,2,Armed Assault,1,Business,92.0,India,People's Liberation Front of India,8,Incendiary,1.0,4.0,Unknown
130708,2014,4,21,92,India,6,South Asia,Jammu and Kashmir,Tral,33.931013,75.114214,1,Assassination,2,Government (General),92.0,India,Hizbul Mujahideen (HM),5,Firearms,1.0,,
130709,2014,4,21,92,India,6,South Asia,Jammu and Kashmir,Tral,33.931013,75.114214,1,Assassination,2,Government (General),92.0,India,Hizbul Mujahideen (HM),5,Firearms,2.0,,
130710,2014,4,21,92,India,6,South Asia,Jammu and Kashmir,Hakripora,33.879987,74.927946,1,Assassination,2,Government (General),92.0,India,Hizbul Mujahideen (HM),5,Firearms,0.0,,
130717,2014,4,21,92,India,6,South Asia,Maharashtra,Jimalgatta,19.101272,80.153354,5,Hostage Taking (Barricade Incident),1,Business,92.0,India,Maoists,8,Incendiary,0.0,4.0,Unknown
130761,2014,4,22,92,India,6,South Asia,Andhra Pradesh,Khammam district,17.247051,80.151222,2,Armed Assault,14,Private Citizens & Property,92.0,India,Maoists,5,Firearms,1.0,3.0,Minor (likely < $1 million)
130771,2014,4,22,92,India,6,South Asia,Tamil Nadu,Namakkal,11.21954,78.167543,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
130779,2014,4,22,92,India,6,South Asia,Chhattisgarh,Teregaon,20.377853,80.631423,2,Armed Assault,8,Educational Institution,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,1.0,,
130807,2014,4,23,92,India,6,South Asia,Jammu and Kashmir,Kakapora,33.947872,74.929867,8,Unarmed Assault,3,Police,92.0,India,Unknown,12,Other,0.0,3.0,Minor (likely < $1 million)
130808,2014,4,23,92,India,6,South Asia,Jammu and Kashmir,Pulwama district,33.980379,75.016145,8,Unarmed Assault,3,Police,92.0,India,Unknown,12,Other,0.0,3.0,Minor (likely < $1 million)
130809,2014,4,23,92,India,6,South Asia,Jammu and Kashmir,Samboora,33.961946,74.926443,8,Unarmed Assault,3,Police,92.0,India,Unknown,12,Other,0.0,3.0,Minor (likely < $1 million)
130843,2014,4,24,92,India,6,South Asia,Jharkhand,Sikaripara,24.238543,87.467394,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,8.0,3.0,Minor (likely < $1 million)
130844,2014,4,24,92,India,6,South Asia,Jammu and Kashmir,Shopian district,33.735763,74.837897,2,Armed Assault,2,Government (General),92.0,India,Unknown,5,Firearms,1.0,3.0,Minor (likely < $1 million)
130848,2014,4,24,92,India,6,South Asia,Jharkhand,Balumath,23.833807,84.782531,7,Facility/Infrastructure Attack,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,0.0,3.0,Minor (likely < $1 million)
130849,2014,4,28,92,India,6,South Asia,Jharkhand,Palamu district,24.119145,84.187981,2,Armed Assault,14,Private Citizens & Property,92.0,India,Maoists,5,Firearms,1.0,,
130855,2014,4,24,92,India,6,South Asia,Meghalaya,Sikbari,25.430621,90.486972,2,Armed Assault,2,Government (General),92.0,India,Garo National Liberation Army,5,Firearms,0.0,3.0,Minor (likely < $1 million)
130915,2014,4,26,92,India,6,South Asia,Assam,Rangamati,26.677541,93.931647,6,Hostage Taking (Kidnapping),1,Business,92.0,India,United Democratic Liberation Army (UDLA),5,Firearms,0.0,,
130916,2014,4,26,92,India,6,South Asia,Chhattisgarh,Todka,18.701834,80.994267,2,Armed Assault,3,Police,92.0,India,Maoists,5,Firearms,1.0,,
130948,2014,4,27,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.083739,74.789903,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Hizbul Mujahideen (HM),6,Explosives,0.0,3.0,Minor (likely < $1 million)
130949,2014,4,27,92,India,6,South Asia,Jammu and Kashmir,Magam,34.092798,74.589589,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Hizbul Mujahideen (HM),6,Explosives,0.0,3.0,Minor (likely < $1 million)
130952,2014,4,27,92,India,6,South Asia,Odisha,Udaygiri,20.263115,85.785725,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Maoists,5,Firearms,1.0,,
130962,2014,4,27,92,India,6,South Asia,Maharashtra,Gyarapatti,20.43561,80.564136,2,Armed Assault,3,Police,92.0,India,Maoists,5,Firearms,1.0,3.0,Minor (likely < $1 million)
130971,2014,4,27,92,India,6,South Asia,Odisha,Kopara,18.659937,82.105628,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Maoists,5,Firearms,1.0,,
130972,2014,4,27,92,India,6,South Asia,Odisha,Mahupadar,18.610349,81.966971,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Maoists,5,Firearms,1.0,,
130974,2014,4,27,92,India,6,South Asia,Jharkhand,Gaghra,22.684233,85.513267,2,Armed Assault,1,Business,92.0,India,Maoists,5,Firearms,1.0,,
130992,2014,4,28,92,India,6,South Asia,Bihar,Lakhisarai district,25.180788,85.965391,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,0.0,3.0,Minor (likely < $1 million)
131021,2014,4,28,92,India,6,South Asia,Jharkhand,Chatra district,24.20451,84.87704,7,Facility/Infrastructure Attack,1,Business,92.0,India,Maoists,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
131044,2014,4,29,92,India,6,South Asia,Chandigarh,Chandigarh,30.722776,76.797797,2,Armed Assault,10,Journalists & Media,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
131059,2014,4,29,92,India,6,South Asia,Bihar,Kotma,26.174955,86.217225,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,,
131070,2014,4,29,92,India,6,South Asia,Jammu and Kashmir,Sangrama,34.217323,74.480405,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,0.0,3.0,Minor (likely < $1 million)
131109,2014,4,30,92,India,6,South Asia,Meghalaya,Williamnagar,25.508723,90.614388,7,Facility/Infrastructure Attack,1,Business,92.0,India,United Achik Liberation Army (UALA),5,Firearms,0.0,3.0,Minor (likely < $1 million)
131125,2014,4,30,92,India,6,South Asia,Andhra Pradesh,Khammam district,17.247253,80.151445,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,3.0,Minor (likely < $1 million)
131126,2014,5,1,92,India,6,South Asia,Tamil Nadu,Chennai,13.08429,80.27631,3,Bombing/Explosion,19,Transportation,92.0,India,Students Islamic Movement of India (SIMI),6,Explosives,1.0,4.0,Unknown
131127,2014,5,1,92,India,6,South Asia,Tamil Nadu,Chennai,13.08429,80.27631,3,Bombing/Explosion,19,Transportation,92.0,India,Students Islamic Movement of India (SIMI),6,Explosives,0.0,4.0,Unknown
131132,2014,5,1,92,India,6,South Asia,Assam,Narsingbari,26.619112,91.041857,2,Armed Assault,14,Private Citizens & Property,92.0,India,National Democratic Front of Bodoland (NDFB),5,Firearms,3.0,3.0,Minor (likely < $1 million)
131134,2014,5,1,92,India,6,South Asia,Assam,Baska,26.660531,91.358867,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,0.0,,
131147,2014,5,1,92,India,6,South Asia,Assam,Kokrajhar,26.384948,90.276411,8,Unarmed Assault,10,Journalists & Media,92.0,India,Unknown,9,Melee,0.0,,
131175,2014,5,1,92,India,6,South Asia,West Bengal,Jagaddal,22.856255,88.406475,9,Unknown,14,Private Citizens & Property,92.0,India,Unknown,13,Unknown,0.0,,
131179,2014,5,1,92,India,6,South Asia,Meghalaya,Chokpot,25.32384,90.419408,2,Armed Assault,3,Police,92.0,India,Garo National Liberation Army,5,Firearms,0.0,,
131183,2014,5,2,92,India,6,South Asia,Assam,Balapara,26.258028,91.127389,2,Armed Assault,14,Private Citizens & Property,92.0,India,National Democratic Front of Bodoland (NDFB),5,Firearms,7.0,3.0,Minor (likely < $1 million)
131184,2014,5,2,92,India,6,South Asia,Assam,Nayan Guri,26.654859,90.989237,2,Armed Assault,14,Private Citizens & Property,92.0,India,National Democratic Front of Bodoland (NDFB),5,Firearms,6.0,4.0,Unknown
131231,2014,5,2,92,India,6,South Asia,Assam,Golaghat district,26.52,93.97,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Karbi People's Liberation Tigers (KPLT),5,Firearms,0.0,,
131278,2014,5,3,92,India,6,South Asia,Assam,Barpeta,26.32347,91.001802,2,Armed Assault,14,Private Citizens & Property,92.0,India,National Democratic Front of Bodoland (NDFB),5,Firearms,0.0,3.0,Minor (likely < $1 million)
131287,2014,5,3,92,India,6,South Asia,Tamil Nadu,Chidabaram,11.398194,79.695359,3,Bombing/Explosion,8,Educational Institution,92.0,India,Unknown,6,Explosives,0.0,,
131336,2014,5,4,92,India,6,South Asia,Chhattisgarh,Tikanpal,18.637733,81.345399,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Maoists,9,Melee,1.0,,
131337,2014,5,4,92,India,6,South Asia,Chhattisgarh,Kaurgaon,19.116238,81.246483,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Maoists,9,Melee,1.0,,
131371,2014,5,5,92,India,6,South Asia,Manipur,Kiyam Siphai,24.64978,93.953334,3,Bombing/Explosion,1,Business,92.0,India,Unknown,6,Explosives,0.0,,
131374,2014,5,5,92,India,6,South Asia,Odisha,Berhampur,19.309178,84.793692,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,,
131383,2014,5,5,92,India,6,South Asia,Jharkhand,Hussainabad,24.533599,84.000216,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,0.0,,
131401,2014,5,6,92,India,6,South Asia,Jammu and Kashmir,Tangdhar,34.399646,73.862489,3,Bombing/Explosion,20,Unknown,92.0,India,Unknown,6,Explosives,0.0,,
131402,2014,5,6,92,India,6,South Asia,Jammu and Kashmir,Watargam,34.319167,74.373056,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
131418,2014,5,6,92,India,6,South Asia,Bihar,Hussaina Raghav,25.67921,85.354835,3,Bombing/Explosion,2,Government (General),92.0,India,Maoists,6,Explosives,0.0,,
131419,2014,5,6,92,India,6,South Asia,Jammu and Kashmir,Sopore,34.28889,74.463713,2,Armed Assault,3,Police,92.0,India,Hizbul Mujahideen (HM),5,Firearms,0.0,,
131421,2014,5,6,92,India,6,South Asia,Jammu and Kashmir,Sopore,34.28889,74.463713,9,Unknown,4,Military,92.0,India,Unknown,13,Unknown,0.0,,
131426,2014,5,6,92,India,6,South Asia,Punjab,Jalandhar,31.352751,75.58428,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
131443,2014,5,6,92,India,6,South Asia,Bihar,Wazirganj,24.802175,85.243784,7,Facility/Infrastructure Attack,1,Business,92.0,India,Maoists,8,Incendiary,0.0,4.0,Unknown
131475,2014,5,7,92,India,6,South Asia,Jammu and Kashmir,Baramulla,34.205604,74.353864,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,0.0,,
131476,2014,5,7,92,India,6,South Asia,Jammu and Kashmir,Palhalan,34.182658,74.547276,3,Bombing/Explosion,2,Government (General),92.0,India,Hizbul Mujahideen (HM),6,Explosives,0.0,,
131477,2014,5,7,92,India,6,South Asia,Andhra Pradesh,Jammalamadugu,14.854553,78.379195,9,Unknown,3,Police,92.0,India,Unknown,13,Unknown,0.0,3.0,Minor (likely < $1 million)
131478,2014,5,7,92,India,6,South Asia,Andhra Pradesh,Paderu,18.0833,82.6667,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Maoists,13,Unknown,0.0,3.0,Minor (likely < $1 million)
131479,2014,5,7,92,India,6,South Asia,Jammu and Kashmir,Taper,34.189123,74.533236,3,Bombing/Explosion,2,Government (General),92.0,India,Hizbul Mujahideen (HM),6,Explosives,0.0,,
131481,2014,5,7,92,India,6,South Asia,Jammu and Kashmir,Shopian,33.721286,74.831066,2,Armed Assault,2,Government (General),92.0,India,Unknown,5,Firearms,1.0,,
131483,2014,5,7,92,India,6,South Asia,Andhra Pradesh,Hyderabad,17.396624,78.491816,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,,
131484,2014,5,7,92,India,6,South Asia,Jharkhand,Ghatshila,22.587339,86.474391,7,Facility/Infrastructure Attack,1,Business,92.0,India,Communist Party of India - Maoist (CPI-Maoist),5,Firearms,0.0,4.0,Unknown
131496,2014,5,7,92,India,6,South Asia,Assam,Unknown,26.200604,92.937574,7,Facility/Infrastructure Attack,1,Business,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
131530,2014,5,8,92,India,6,South Asia,Jammu and Kashmir,Wanpoh,33.729618,75.108563,1,Assassination,2,Government (General),92.0,India,Separatists,5,Firearms,1.0,,
131540,2014,5,8,92,India,6,South Asia,Chhattisgarh,Kurri,20.322527,81.215531,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Maoists,6,Explosives,0.0,,
131613,2014,5,10,92,India,6,South Asia,Karnataka,Malkhed,17.191148,77.166556,3,Bombing/Explosion,19,Transportation,92.0,India,Unknown,6,Explosives,0.0,,
131614,2014,5,10,92,India,6,South Asia,Karnataka,Moga Thanda,17.286647,76.866124,3,Bombing/Explosion,19,Transportation,92.0,India,Unknown,6,Explosives,0.0,,
131615,2014,5,10,92,India,6,South Asia,Odisha,Pottangi,18.564658,82.963632,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),8,Incendiary,2.0,3.0,Minor (likely < $1 million)
131616,2014,5,10,92,India,6,South Asia,Jharkhand,Hehranj,23.757292,84.353119,3,Bombing/Explosion,4,Military,92.0,India,Maoists,6,Explosives,0.0,,
131698,2014,5,11,92,India,6,South Asia,Maharashtra,Mumuri,19.960998,80.147584,3,Bombing/Explosion,3,Police,92.0,India,Maoists,6,Explosives,7.0,3.0,Minor (likely < $1 million)
131766,2014,5,12,92,India,6,South Asia,West Bengal,Kolkata,22.55173,88.352337,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,,
131767,2014,5,12,92,India,6,South Asia,West Bengal,Kolkata,22.55173,88.352337,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,3.0,Minor (likely < $1 million)
131771,2014,5,12,92,India,6,South Asia,West Bengal,Bashirhat,22.65909,88.863432,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,,
131893,2014,5,14,92,India,6,South Asia,Manipur,Imphal,24.797922,93.940517,3,Bombing/Explosion,20,Unknown,92.0,India,Unknown,6,Explosives,0.0,,
131894,2014,5,14,92,India,6,South Asia,Manipur,Imphal,24.797922,93.940517,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,,
131898,2014,5,14,92,India,6,South Asia,Odisha,Malkangiri district,18.343586,81.882528,3,Bombing/Explosion,4,Military,92.0,India,Maoists,6,Explosives,0.0,,
131900,2014,5,14,92,India,6,South Asia,Manipur,Taikhang,24.596055,93.36823,2,Armed Assault,4,Military,92.0,India,People's Liberation Army (India),5,Firearms,0.0,,
131902,2014,5,14,92,India,6,South Asia,Chhattisgarh,Bastar district,19.10747,81.969164,7,Facility/Infrastructure Attack,19,Transportation,92.0,India,Maoists,11,Sabotage Equipment,0.0,4.0,Unknown
131933,2014,5,15,92,India,6,South Asia,Assam,Fakiragram,26.364676,90.18345,3,Bombing/Explosion,19,Transportation,92.0,India,Kamtapur Liberation Organization (KLO),6,Explosives,0.0,,
132010,2014,5,17,92,India,6,South Asia,Jammu and Kashmir,Tarzoo Sopore,34.269412,74.499482,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Lashkar-e-Taiba (LeT),5,Firearms,1.0,,
132050,2014,5,18,92,India,6,South Asia,Manipur,Wangoi,24.645616,93.885866,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,,
132052,2014,5,18,92,India,6,South Asia,Jammu and Kashmir,Rajouri district,33.371523,74.315172,3,Bombing/Explosion,4,Military,92.0,India,Unknown,6,Explosives,0.0,,
132053,2014,5,18,92,India,6,South Asia,Odisha,Machkund,18.547195,82.476928,3,Bombing/Explosion,4,Military,92.0,India,Maoists,6,Explosives,0.0,,
132055,2014,5,18,92,India,6,South Asia,Jammu and Kashmir,Khour,32.600431,74.808347,3,Bombing/Explosion,4,Military,92.0,India,Unknown,6,Explosives,0.0,,
132172,2014,5,20,92,India,6,South Asia,Meghalaya,Chokpot,25.318662,90.440804,3,Bombing/Explosion,3,Police,92.0,India,Garo National Liberation Army,6,Explosives,0.0,,
132182,2014,5,20,92,India,6,South Asia,Jharkhand,Lohardaga district,23.429959,84.67997,7,Facility/Infrastructure Attack,1,Business,92.0,India,People's Liberation Front of India,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
132238,2014,5,21,92,India,6,South Asia,Manipur,Tamenglong district,24.98975,93.501351,2,Armed Assault,4,Military,92.0,India,Zeliangrong United Front,5,Firearms,2.0,,
132308,2014,5,22,92,India,6,South Asia,Chhattisgarh,Dantewada district,18.898482,81.352973,3,Bombing/Explosion,4,Military,92.0,India,Maoists,6,Explosives,0.0,,
132357,2014,5,23,92,India,6,South Asia,Jharkhand,Hazaribag district,24.002087,85.37773,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Jharkhand Bachao Aandolan,13,Unknown,0.0,,
132430,2014,5,24,92,India,6,South Asia,Jharkhand,Dadigutu,23.021522,85.187771,2,Armed Assault,3,Police,92.0,India,People's Liberation Front of India,5,Firearms,1.0,,
132463,2014,5,25,92,India,6,South Asia,Maharashtra,Aheri,19.414199,80.007962,2,Armed Assault,14,Private Citizens & Property,92.0,India,Communist Party of India - Maoist (CPI-Maoist),9,Melee,1.0,,
